,Address,City,ZipCode,State,Bedrooms,Price,Listing-Company,HOA,Zestimate,Link,Living-Area,Total-Bathrooms,Garage-Spaces,Home-Type,Year-Built,Utilities,Sunscore,Annual-Tax,Tax-Value
1781,"7 Stuart Pl, Danville, CA 94526",Danville,94526,CA,3,1179000,KELLER WILLIAMS,135.0,1179021,https://www.zillow.com/homedetails/7-Stuart-Pl-Danville-CA-94526/18433713_zpid/,2486.0,3, 2, Single Family,1989,Unknown,87.41,8927.0,708495.0
1782,"167 Diablo Ranch Ct, Danville, CA 94506",Danville,94506,CA,5,2488000,COLDWELL BANKER,245.0,2488022,https://www.zillow.com/homedetails/167-Diablo-Ranch-Ct-Danville-CA-94506/18435848_zpid/,4558.0,5, 3, Single Family,2001,Unknown,70.58,23280.0,1979152.0
1783,"907 Eagle Ridge Dr, Danville, CA 94506",Danville,94506,CA,6,4495000,J ROCKCLIFF REALTORS.,661.0,4894758,https://www.zillow.com/homedetails/907-Eagle-Ridge-Dr-Danville-CA-94506/18435720_zpid/,8432.0,8, 4, Single Family,1996,Unknown,70.58,34348.0,2980091.0
1784,"517 Messian Pl, Danville, CA 94526",Danville,94526,CA,5,1775000,COMPASS,54.0,1775963,https://www.zillow.com/homedetails/517-Messian-Pl-Danville-CA-94526/54627456_zpid/,3260.0,4, 3, Single Family,2001,Unknown,72.94,15351.0,1284577.0
1785,"140 Silver Fir Ln, Danville, CA 94506",Danville,94506,CA,4,1699998,KELLER WILLIAMS,189.0,1700014,https://www.zillow.com/homedetails/140-Silver-Fir-Ln-Danville-CA-94506/18434844_zpid/,3353.0,3, 3, Single Family,1989,Unknown,87.41,13544.0,1121601.0
1786,"610 Los Robles Ct, Danville, CA 94526",Danville,94526,CA,4,1129900,GOLDEN HILLS BROKERS B/R,225.0,1150010,https://www.zillow.com/homedetails/610-Los-Robles-Ct-Danville-CA-94526/18458617_zpid/,2137.0,3, 2, Single Family,1978,Unknown,80.13,9754.0,808057.0
1787,"2100 Oneida Cir, Danville, CA 94526",Danville,94526,CA,2,859000,BETTER HOMES,375.0,859005,https://www.zillow.com/homedetails/2100-Oneida-Cir-Danville-CA-94526/18459767_zpid/,1450.0,2, 2, Single Family,1984,Unknown,84.13,3862.0,288751.0
1794,"761 Bonita Pl, San Jose, CA 95116",San Jose,95116,CA,3,642888,KW BAY AREA ESTATES,240.0,655351,https://www.zillow.com/homedetails/761-Bonita-Pl-San-Jose-CA-95116/64756811_zpid/,1231.0,3, 2, Townhouse,2005," Individual Electric Meters, Public Utilities, Individual Gas Meters",93.25,3979.0,271922.0
1802,"6035 Admiralty Pl, San Jose, CA 95123",San Jose,95123,CA,3,895000,GOLDEN GATE SOTHEBY'S,117.0,919331,https://www.zillow.com/homedetails/6035-Admiralty-Pl-San-Jose-CA-95123/19832279_zpid/,1328.0,3,0, Single Family,1994, Public Utilities,81.65,8062.0,590585.0
1803,"5338 Monterey Hwy APT 6, San Jose, CA 95111",San Jose,95111,CA,2,519000,"DAT VU, BROKER",317.0,526632,https://www.zillow.com/homedetails/5338-Monterey-Hwy-APT-6-San-Jose-CA-95111/19816923_zpid/,950.0,2,0, Condo,1979, Public Utilities,95.25,2347.0,137814.0
1804,"482 Tanfield Ln, San Jose, CA 95111",San Jose,95111,CA,3,575000,INTERO REAL ESTATE SERVICES,363.0,591511,https://www.zillow.com/homedetails/482-Tanfield-Ln-San-Jose-CA-95111/19734353_zpid/,1197.0,2, 1, Condo,1971, Public Utilities,84.05,5298.0,318684.0
1811,"334 Bautista Pl, San Jose, CA 95126",San Jose,95126,CA,2,849888,INTEMPUS REALTY,276.0,867180,https://www.zillow.com/homedetails/334-Bautista-Pl-San-Jose-CA-95126/89473086_zpid/,1335.0,3, 1, Condo,2008, Public Utilities,94.86,9685.0,743398.0
1814,"206 Sedona Pl, San Jose, CA 95116",San Jose,95116,CA,4,899000,"PROVENCE REALTY, INC.",193.0,905128,https://www.zillow.com/homedetails/206-Sedona-Pl-San-Jose-CA-95116/82958524_zpid/,2104.0,3, 2, Single Family,2007, Individual Electric Meters,93.25,8713.0,646430.0
1815,"4425 Norwalk Dr APT 33, San Jose, CA 95129",San Jose,95129,CA,2,578900,COMPASS,445.0,590392,https://www.zillow.com/homedetails/4425-Norwalk-Dr-APT-33-San-Jose-CA-95129/19603100_zpid/,1099.0,2, 1, Condo,1970, Public Utilities,94.94,7379.0,553492.0
1817,"2467 Sequester Ct, San Jose, CA 95133",San Jose,95133,CA,2,568000,TUSCANA PROPERTIES,410.0,494542,https://www.zillow.com/homedetails/2467-Sequester-Ct-San-Jose-CA-95133/19573727_zpid/,979.0,2,0, Condo,1983," Individual Electric Meters, Public Utilities, Individual Gas Meters",95.05,6671.0,498780.0
1819,"1110 Prevost Ct, San Jose, CA 95125",San Jose,95125,CA,3,849000,SERENO GROUP,585.0,866186,https://www.zillow.com/homedetails/1110-Prevost-Ct-San-Jose-CA-95125/19684453_zpid/,1786.0,3, 1, Townhouse,1979, Public Utilities,94.33,4137.0,256870.0
1821,"2925 Florence Ave APT 60, San Jose, CA 95127",San Jose,95127,CA,3,399888,COMPASS,540.0,402614,https://www.zillow.com/homedetails/2925-Florence-Ave-APT-60-San-Jose-CA-95127/89474131_zpid/,960.0,2,0, Townhouse,1964, Public Utilities,87.41,3392.0,209736.0
1825,"1295 De Altura Cmns, San Jose, CA 95126",San Jose,95126,CA,2,799000,COLDWELL BANKER,230.0,810734,https://www.zillow.com/homedetails/1295-De-Altura-Cmns-San-Jose-CA-95126/82953630_zpid/,1127.0,3, 1, Townhouse,2006, Public Utilities,94.86,8020.0,600512.0
1830,"1455 Laguna St APT 3, San Francisco, CA 94115",San Francisco,94115,CA,2,575000,AMERICAN LIGHTHOUSE ESTATES INC,761.0,575003,https://www.zillow.com/homedetails/1455-Laguna-St-APT-3-San-Francisco-CA-94115/64971993_zpid/,850.0,1,0, Condo,1963, Public Utilities,87.24,351.0,25632.0
1832,"855 Lincoln Way APT 5, San Francisco, CA 94122",San Francisco,94122,CA,3,1350000,COMPASS,350.0,1389705,https://www.zillow.com/homedetails/855-Lincoln-Way-APT-5-San-Francisco-CA-94122/15102249_zpid/,1360.0,2,0, Condo,1981,Unknown,92.52,15826.0,1274490.0
1833,"2243A Green St, San Francisco, CA 94123",San Francisco,94123,CA,3,2295000,GOLDEN GATE SOTHEBY'S INTL,575.0,1832862,https://www.zillow.com/homedetails/2243A-Green-St-San-Francisco-CA-94123/15072428_zpid/,1446.0,2, 1, Condo,1908,Unknown,87.41,26175.0,2154782.0
1838,"1701 Jackson St APT 103, San Francisco, CA 94109",San Francisco,94109,CA,2,1175000,COMPASS,787.0,1175003,https://www.zillow.com/homedetails/1701-Jackson-St-APT-103-San-Francisco-CA-94109/54854341_zpid/,1115.0,1,0, Condo,2001,Unknown,86.84,9645.0,762556.0
1839,"168 Dorantes Ave, San Francisco, CA 94116",San Francisco,94116,CA,4,2575000,BERKSHIRE HATHAWAY,68.0,2703864,https://www.zillow.com/homedetails/168-Dorantes-Ave-San-Francisco-CA-94116/15133182_zpid/,3216.0,4,0, Single Family,1932,Unknown,90.92,23589.0,1933625.0
1849,"625 Larkin St 7, San Francisco, CA 94109",San Francisco,94109,CA,2,649000,COMPASS,464.0,877346,https://www.zillow.com/homedetails/625-Larkin-St-7-San-Francisco-CA-94109/82789779_zpid/,858.0,2,0, Condo,1990,Unknown,91.64,6593.0,461540.0
1850,"3045 Jackson St APT 402, San Francisco, CA 94115",San Francisco,94115,CA,2,1149000,COMPASS,839.0,1172937,https://www.zillow.com/homedetails/3045-Jackson-St-APT-402-San-Francisco-CA-94115/15081376_zpid/,1089.0,1,0, Condo,1929,Unknown,94.44,12205.0,971426.0
1861,"555 10th St APT 206, Oakland, CA 94607",Oakland,94607,CA,2,698000,COLDWELL BANKER,384.0,733944,https://www.zillow.com/homedetails/555-10th-St-APT-206-Oakland-CA-94607/24738024_zpid/,906.0,2, 1, Condo,1998,Unknown,87.87,3500.0,194072.0
1869,"1397 Barrows Rd, Oakland, CA 94610",Oakland,94610,CA,2,949000,COMPASS,16.0,973567,https://www.zillow.com/homedetails/1397-Barrows-Rd-Oakland-CA-94610/24765630_zpid/,1130.0,1, 1, Single Family,1946,Unknown,90.55,14401.0,969000.0
1871,"655 12th St APT 103, Oakland, CA 94607",Oakland,94607,CA,2,800000,STAFFORD REAL ESTATE,405.0,824566,https://www.zillow.com/homedetails/655-12th-St-APT-103-Oakland-CA-94607/152738193_zpid/,1250.0,2, 1, Condo,2003,Unknown,94.27,5259.0,298050.0
1876,"48 Heritage, Oakland, CA 94605",Oakland,94605,CA,3,699000,COMPASS,455.0,755000,https://www.zillow.com/homedetails/48-Heritage-Oakland-CA-94605/24809538_zpid/,1636.0,3, 2, Townhouse,1977,Unknown,92.15,4335.0,235463.0
1881,"5340 Broadway Ter APT 206, Oakland, CA 94618",Oakland,94618,CA,2,719000,COMPASS,570.0,715659,https://www.zillow.com/homedetails/5340-Broadway-Ter-APT-206-Oakland-CA-94618/24810092_zpid/,951.0,2, 1, Condo,1971,Unknown,93.27,10300.0,663250.0
1883,"1 Kelton Ct APT 8L, Oakland, CA 94611",Oakland,94611,CA,1,599000,COMPASS,439.0,581002,https://www.zillow.com/homedetails/1-Kelton-Ct-APT-8L-Oakland-CA-94611/24749080_zpid/,720.0,1, 1, Condo,1974,Unknown,87.95,3274.0,152294.0
1885,"295 Lenox Ave APT 105, Oakland, CA 94610",Oakland,94610,CA,1,539000,CUSH REAL ESTATE,400.0,558713,https://www.zillow.com/homedetails/295-Lenox-Ave-APT-105-Oakland-CA-94610/24742456_zpid/,873.0,1, 1, Condo,1981,Unknown,92.15,8300.0,520200.0
1886,"1001 46th St UNIT 502, Oakland, CA 94608",Oakland,94608,CA,1,639000,COMPASS,462.0,658197,https://www.zillow.com/homedetails/1001-46th-St-UNIT-502-Oakland-CA-94608/82833146_zpid/,1140.0,2, 1, Condo,2008,Unknown,91.43,6178.0,364638.0
1888,"20 Crestmont Dr, Oakland, CA 94619",Oakland,94619,CA,3,995000,KW BAY AREA ESTATES,20.0,1144991,https://www.zillow.com/homedetails/20-Crestmont-Dr-Oakland-CA-94619/24787046_zpid/,2076.0,3, 2, Single Family,1956,Unknown,94.89,12341.0,806310.0
1889,"4320 Viewcrest Ct, Oakland, CA 94619",Oakland,94619,CA,3,895000,COMPASS,159.0,962670,https://www.zillow.com/homedetails/4320-Viewcrest-Ct-Oakland-CA-94619/24787196_zpid/,2524.0,3, 2, Single Family,1988,Unknown,91.67,8577.0,539048.0
1896,"277 Junipero Cmn, Fremont, CA 94536",Fremont,94536,CA,2,699900,EVERHOME,325.0,747259,https://www.zillow.com/homedetails/277-Junipero-Cmn-Fremont-CA-94536/25016061_zpid/,1140.0,2, 2, Townhouse,1974,Unknown,94.89,5336.0,407656.0
1898,"3808 Monte Sereno Ter, Fremont, CA 94539",Fremont,94539,CA,5,3438000,YAMASAKI REAL ESTATE SRVCS,327.0,3364808,https://www.zillow.com/homedetails/3808-Monte-Sereno-Ter-Fremont-CA-94539/25030968_zpid/,4800.0,5, 5, Single Family,1997,Unknown,95.06,16581.0,1370517.0
1900,"41084 Corriea Ct, Fremont, CA 94539",Fremont,94539,CA,4,1390000,TOP MISSION REALTY & INVEST,41.0,1400987,https://www.zillow.com/homedetails/41084-Corriea-Ct-Fremont-CA-94539/25031987_zpid/,1647.0,2, 2, Single Family,1972,Unknown,95.01,11282.0,917647.0
1902,"34122 Asti Ter, Fremont, CA 94555",Fremont,94555,CA,3,1024998,WEBEREALTY,235.0,1048392,https://www.zillow.com/homedetails/34122-Asti-Ter-Fremont-CA-94555/152937189_zpid/,1701.0,4, 2, Townhouse,2013,Unknown,93.96,8467.0,675713.0
1903,"177 Joan Ter, Fremont, CA 94536",Fremont,94536,CA,4,1225000,COMPASS,60.0,1256777,https://www.zillow.com/homedetails/177-Joan-Ter-Fremont-CA-94536/25020508_zpid/,1824.0,3, 2, Single Family,1989, Public Utilities,94.89,9490.0,764938.0
1906,"40726 Chapel Way, Fremont, CA 94538",Fremont,94538,CA,3,846000,REALTY,350.0,872346,https://www.zillow.com/homedetails/40726-Chapel-Way-Fremont-CA-94538/25035157_zpid/,1338.0,3, 2, Townhouse,1981,Unknown,90.93,5628.0,439124.0
1907,"37168 Meadowbrook Cmn APT 102, Fremont, CA 94536",Fremont,94536,CA,2,525000,COMPASS,548.0,537030,https://www.zillow.com/homedetails/37168-Meadowbrook-Cmn-APT-102-Fremont-CA-94536/25014617_zpid/,988.0,2,0, Condo,1984,Unknown,87.41,2679.0,190298.0
1908,"38623 Cherry Ln APT 166, Fremont, CA 94536",Fremont,94536,CA,3,599888,SUNIL SETHI REAL ESTATE,415.0,617127,https://www.zillow.com/homedetails/38623-Cherry-Ln-APT-166-Fremont-CA-94536/25019339_zpid/,1199.0,2, 2, Condo,1974,Unknown,94.89,6746.0,537770.0
1910,"45415 Grapevine Ct, Fremont, CA 94539",Fremont,94539,CA,5,3849000,LEGACY REAL ESTATE & ASSOC.,140.0,3035873,https://www.zillow.com/homedetails/45415-Grapevine-Ct-Fremont-CA-94539/25024723_zpid/,5685.0,6, 3, Single Family,1991,Unknown,94.21,20843.0,1734852.0
1912,"37259 Ann Marie Ter, Fremont, CA 94536",Fremont,94536,CA,3,877777,COMPASS,150.0,905473,https://www.zillow.com/homedetails/37259-Ann-Marie-Ter-Fremont-CA-94536/25006097_zpid/,1558.0,3,0, Townhouse,1988, Public Utilities,94.84,4445.0,331461.0
1916,"34135 Tupelo St, Fremont, CA 94555",Fremont,94555,CA,4,1749888,LEGACY REAL ESTATE & ASSOC.,121.0,1784888,https://www.zillow.com/homedetails/34135-Tupelo-St-Fremont-CA-94555/89035725_zpid/,3308.0,4, 3, Single Family,2008,Unknown,94.76,15424.0,1265178.0
1922,"36184 Potel Cmn, Fremont, CA 94536",Fremont,94536,CA,2,724998,WEBEREALTY,480.0,748235,https://www.zillow.com/homedetails/36184-Potel-Cmn-Fremont-CA-94536/25015473_zpid/,1213.0,3, 2, Townhouse,1984,Unknown,94.09,8473.0,676260.0
1924,"1158 Ocaso Camino, Fremont, CA 94539",Fremont,94539,CA,3,1259950,KELLER WILLIAMS,425.0,1289625,https://www.zillow.com/homedetails/1158-Ocaso-Camino-Fremont-CA-94539/25023401_zpid/,2058.0,3, 2, Townhouse,1978," Public Utilities, Natural Gas, Individual Gas Meters",86.21,12296.0,1009156.0
1925,"42890 Via Oporto, Fremont, CA 94539",Fremont,94539,CA,3,889800,LEGEND REALTY & FINANCE GROUP,325.0,917577,https://www.zillow.com/homedetails/42890-Via-Oporto-Fremont-CA-94539/25021461_zpid/,1188.0,2,0, Townhouse,1971, Public Utilities,82.21,7693.0,608688.0
1928,"40600 Las Palmas Ave, Fremont, CA 94539",Fremont,94539,CA,3,1588000,GREEN VALLEY REALTY USA,52.0,1598517,https://www.zillow.com/homedetails/40600-Las-Palmas-Ave-Fremont-CA-94539/25031813_zpid/,1569.0,2,0, Single Family,1975, Public Utilities,94.21,12354.0,1002292.0
1930,"5980 Stone Bridge Rd, Santa Rosa, CA 95409",Santa Rosa,95409,CA,3,699000,MCBRIDE REALTY,98.0,699049,https://www.zillow.com/homedetails/5980-Stone-Bridge-Rd-Santa-Rosa-CA-95409/15767717_zpid/,2065.0,2,0, Single Family,1989,Unknown,94.79,6859.0,607867.0
1933,"2473 College Park Cir, Santa Rosa, CA 95401",Santa Rosa,95401,CA,2,478000,PLATINUM REALTY,85.0,478727,https://www.zillow.com/homedetails/2473-College-Park-Cir-Santa-Rosa-CA-95401/15783789_zpid/,1015.0,2,0, Single Family,1985,Unknown,91.42,4535.0,405755.0
1934,"1344 Woodhaven Dr, Santa Rosa, CA 95407",Santa Rosa,95407,CA,3,519000,CENTURY 21,43.0,519792,https://www.zillow.com/homedetails/1344-Woodhaven-Dr-Santa-Rosa-CA-95407/59722778_zpid/,1245.0,3, 2, Single Family,2003,Unknown,94.3,4743.0,436804.0
1935,"718 Simpson Pl, Santa Rosa, CA 95401",Santa Rosa,95401,CA,3,195000,COLDWELL BANKER,170.0,197750,https://www.zillow.com/homedetails/718-Simpson-Pl-Santa-Rosa-CA-95401/15759201_zpid/,1052.0,2,0, Condo,1972,Unknown,81.82,492.0,48575.0
1938,"4711 Muirfield Ct, Santa Rosa, CA 95405",Santa Rosa,95405,CA,4,1199000,COLDWELL BANKER,66.0,1257161,https://www.zillow.com/homedetails/4711-Muirfield-Ct-Santa-Rosa-CA-95405/15845663_zpid/,4307.0,4, 3, Single Family,1983,Unknown,90.67,14189.0,1290300.0
1943,"302 Laurel Leaf Pl, Santa Rosa, CA 95409",Santa Rosa,95409,CA,2,389000,MCBRIDE REALTY,330.0,386483,https://www.zillow.com/homedetails/302-Laurel-Leaf-Pl-Santa-Rosa-CA-95409/15765479_zpid/,1172.0,2,0, Single Family,1965,Unknown,90.79,1615.0,138248.0
1944,"907 Shady Oak Dr, Santa Rosa, CA 95404",Santa Rosa,95404,CA,3,525000,KELLER WILLIAMS,248.0,526194,https://www.zillow.com/homedetails/907-Shady-Oak-Dr-Santa-Rosa-CA-95404/15871287_zpid/,1235.0,2, 2, Single Family,1979,Unknown,90.55,3326.0,294362.0
1946,"6453 Meadowridge Dr, Santa Rosa, CA 95409",Santa Rosa,95409,CA,3,849000,W REAL ESTATE,110.0,620456,https://www.zillow.com/homedetails/6453-Meadowridge-Dr-Santa-Rosa-CA-95409/15766656_zpid/,1800.0,2, 2, Single Family,1978,Unknown,87.41,7020.0,626391.0
1949,"6548 Pine Valley Dr, Santa Rosa, CA 95409",Santa Rosa,95409,CA,3,539000,COMPASS,196.0,538673,https://www.zillow.com/homedetails/6548-Pine-Valley-Dr-Santa-Rosa-CA-95409/15765082_zpid/,1585.0,2,0, Single Family,1997,Unknown,88.39,5944.0,529943.0
1950,"5733 Cottage Ridge Rd, Santa Rosa, CA 95403",Santa Rosa,95403,CA,5,4850000,SOTHEBY'S INTERNATIONAL REALTY,331.0,5001826,https://www.zillow.com/homedetails/5733-Cottage-Ridge-Rd-Santa-Rosa-CA-95403/69024787_zpid/,4781.0,6, 3, Single Family,2007,Unknown,94.08,47124.0,3963217.0
1952,"410 Flower Ave, Santa Rosa, CA 95404",Santa Rosa,95404,CA,2,348000,COLDWELL BANKER,280.0,348571,https://www.zillow.com/homedetails/410-Flower-Ave-Santa-Rosa-CA-95404/72553331_zpid/,1085.0,3, 1, Condo,2003,Unknown,93.74,2476.0,217885.0
1957,"435 Meadowgreen Dr, Santa Rosa, CA 95409",Santa Rosa,95409,CA,3,625000,MCBRIDE REALTY,250.0,625953,https://www.zillow.com/homedetails/435-Meadowgreen-Dr-Santa-Rosa-CA-95409/15765998_zpid/,1439.0,2,0, Single Family,1971,Unknown,94.79,1507.0,128552.0
1959,"4724 Shade Tree Ln, Santa Rosa, CA 95405",Santa Rosa,95405,CA,2,530000,KELLER WILLIAMS,549.0,530808,https://www.zillow.com/homedetails/4724-Shade-Tree-Ln-Santa-Rosa-CA-95405/15764329_zpid/,1686.0,3, 2, Single Family,1989,Unknown,91.47,5325.0,474504.0
1960,"109 Creek Way, Santa Rosa, CA 95403",Santa Rosa,95403,CA,4,635000,ENGEL & VOELKERS,65.0,647713,https://www.zillow.com/homedetails/109-Creek-Way-Santa-Rosa-CA-95403/15787140_zpid/,1894.0,3,0, Single Family,1990,Unknown,94.88,6230.0,456389.0
1961,"583 Spruce St, Santa Rosa, CA 95407",Santa Rosa,95407,CA,2,425000,COLDWELL BANKER,235.0,425648,https://www.zillow.com/homedetails/583-Spruce-St-Santa-Rosa-CA-95407/15759606_zpid/,1262.0,3,0, Single Family,1993,Unknown,87.41,4535.0,398010.0
1962,"2178 Brookwood Ave, Santa Rosa, CA 95404",Santa Rosa,95404,CA,4,728000,W REAL ESTATE,102.0,750143,https://www.zillow.com/homedetails/2178-Brookwood-Ave-Santa-Rosa-CA-95404/119690487_zpid/,2527.0,3, 2, Single Family,2011,Unknown,88.95,5329.0,477129.0
1964,"2791 Mcbride Ln APT 120, Santa Rosa, CA 95403",Santa Rosa,95403,CA,2,405000,CMC REALTY,310.0,405616,https://www.zillow.com/homedetails/2791-Mcbride-Ln-APT-120-Santa-Rosa-CA-95403/15846680_zpid/,1008.0,2,0, Single Family,1980,Unknown,94.86,4542.0,413581.0
1969,"27471 Ponderosa Ct, Hayward, CA 94545",Hayward,94545,CA,3,626000,GOLDEN STATE REALTY,268.0,578903,https://www.zillow.com/homedetails/27471-Ponderosa-Ct-Hayward-CA-94545/24989104_zpid/,1220.0,2,0, Townhouse,1970,Unknown,90.74,2689.0,187660.0
1970,"24 Trestle Dr, Hayward, CA 94544",Hayward,94544,CA,1,399500,RE/MAX,200.0,407550,https://www.zillow.com/homedetails/24-Trestle-Dr-Hayward-CA-94544/24980126_zpid/,870.0,1, 1, Condo,1991,Unknown,93.9,3626.0,263735.0
1976,"1239 George Cir, Hayward, CA 94541",Hayward,94541,CA,3,739888,BERKSHIRE HATHAWAY,225.0,755819,https://www.zillow.com/homedetails/1239-George-Cir-Hayward-CA-94541/122159976_zpid/,1809.0,3, 2, Townhouse,2013,Unknown,87.41,8209.0,546153.0
1978,"630 Foster Ct APT 1, Hayward, CA 94544",Hayward,94544,CA,2,449880,HARVEST REAL ESTATE GROUP,46.0,455604,https://www.zillow.com/homedetails/630-Foster-Ct-APT-1-Hayward-CA-94544/24984635_zpid/,1125.0,2, 0, Townhouse,1981," Individual Electric Meters, Individual Gas Meters",94.7,1768.0,115907.0
1979,"2326 D St, Hayward, CA 94541",Hayward,94541,CA,3,524000,KW BAY AREA ESTATES,584.0,539308,https://www.zillow.com/homedetails/2326-D-St-Hayward-CA-94541/24966201_zpid/,1269.0,3, 2, Townhouse,1975,Unknown,93.94,3270.0,208301.0
1981,"27903 Thornton Ct, Hayward, CA 94544",Hayward,94544,CA,2,395333,"GUADALUPE M SILVA, BROKER",340.0,399014,https://www.zillow.com/homedetails/27903-Thornton-Ct-Hayward-CA-94544/24992488_zpid/,970.0,2, 1, Condo,1986,Unknown,81.9,4553.0,348604.0
1982,"22797 Filbert St, Hayward, CA 94541",Hayward,94541,CA,4,799995,COMPASS,216.0,822190,https://www.zillow.com/homedetails/22797-Filbert-St-Hayward-CA-94541/241574767_zpid/,1716.0,4, 2, Townhouse,2017,Unknown,92.34,9216.0,664814.0
1983,"192 Carrick Cir, Hayward, CA 94542",Hayward,94542,CA,4,1298000,ADVANTAGE HOMES,190.0,1308584,https://www.zillow.com/homedetails/192-Carrick-Cir-Hayward-CA-94542/89033423_zpid/,3055.0,4, 2, Single Family,2008,Unknown,93.54,11773.0,895096.0
1988,"3251 Guillermo Pl, Hayward, CA 94542",Hayward,94542,CA,2,635000,GOODVIEW FINANCIAL & REAL ESTATE,325.0,658619,https://www.zillow.com/homedetails/3251-Guillermo-Pl-Hayward-CA-94542/24902185_zpid/,1488.0,3, 2, Townhouse,1983,Unknown,95.14,3852.0,289056.0
1989,"2351 Gibbons St, Hayward, CA 94541",Hayward,94541,CA,4,789000,CRH GROUP INC.,225.0,807081,https://www.zillow.com/homedetails/2351-Gibbons-St-Hayward-CA-94541/122160035_zpid/,1982.0,4,0, Condo,2014, Public Utilities,87.41,9102.0,631537.0
1995,"109 Cypress Loop, Hayward, CA 94544",Hayward,94544,CA,4,768485,RE/MAX,265.0,789791,https://www.zillow.com/homedetails/109-Cypress-Loop-Hayward-CA-94544/241574966_zpid/,1921.0,4, 2, Condo,2016,Unknown,86.7,9019.0,707055.0
1998,"226 Loma Verde Dr, San Lorenzo, CA 94580",San Lorenzo,94580,CA,2,470000,INTERO REAL ESTATE SERVICES,298.0,481499,https://www.zillow.com/homedetails/226-Loma-Verde-Dr-San-Lorenzo-CA-94580/24961293_zpid/,1056.0,2, 1, Townhouse,1984,Unknown,84.3,3155.0,208244.0
1999,"22139 Castille Ln APT 53, Hayward, CA 94541",Hayward,94541,CA,2,519000,TAYLOR MORRISON,436.0,531492,https://www.zillow.com/homedetails/22139-Castille-Ln-APT-53-Hayward-CA-94541/24964446_zpid/,1171.0,2, 2, Condo,1982, Public Utilities,89.94,6439.0,479400.0
2002,"903 Sunrose Ter APT 111, Sunnyvale, CA 94086",Sunnyvale,94086,CA,2,799500,REALTY WORLD,506.0,796857,https://www.zillow.com/homedetails/903-Sunrose-Ter-APT-111-Sunnyvale-CA-94086/19551453_zpid/,1086.0,2,0, Condo,1994," Individual Electric Meters, Public Utilities",94.83,3567.0,289470.0
2004,"1120 Karby Ter UNIT 102, Sunnyvale, CA 94089",Sunnyvale,94089,CA,2,949000,COMPASS,482.0,1007084,https://www.zillow.com/homedetails/1120-Karby-Ter-UNIT-102-Sunnyvale-CA-94089/124742459_zpid/,1007.0,2, 1, Townhouse,2014, Public Utilities,94.78,10559.0,879740.0
2005,"989 Asilomar Ter APT 6, Sunnyvale, CA 94086",Sunnyvale,94086,CA,3,1399000,COMPASS,45.0,1524171,https://www.zillow.com/homedetails/989-Asilomar-Ter-APT-6-Sunnyvale-CA-94086/19521282_zpid/,1895.0,2, 2, Townhouse,1991, Public Utilities,94.83,8780.0,728357.0
2010,"448 Costa Mesa Ter APT C, Sunnyvale, CA 94085",Sunnyvale,94085,CA,2,788800,BAY ONE REALTY,399.0,783671,https://www.zillow.com/homedetails/448-Costa-Mesa-Ter-APT-C-Sunnyvale-CA-94085/19521914_zpid/,880.0,1, 2, Condo,1985, Public Utilities,93.23,5195.0,423078.0
2014,"765 N Fair Oaks Ave APT 4, Sunnyvale, CA 94085",Sunnyvale,94085,CA,3,898888,SHOW BEST REALTY,470.0,961864,https://www.zillow.com/homedetails/765-N-Fair-Oaks-Ave-APT-4-Sunnyvale-CA-94085/19541742_zpid/,1134.0,2, 2, Condo,1972,Unknown,94.83,6318.0,518684.0
2017,"250 Santa Fe Ter APT 107, Sunnyvale, CA 94085",Sunnyvale,94085,CA,2,849900,KW BAY AREA ESTATES,511.0,860029,https://www.zillow.com/homedetails/250-Santa-Fe-Ter-APT-107-Sunnyvale-CA-94085/19544871_zpid/,1061.0,2, 1, Condo,1995, Public Utilities,94.83,7129.0,587772.0
2019,"715 W Fremont Ave, Sunnyvale, CA 94087",Sunnyvale,94087,CA,3,1268000,COMPASS,395.0,1278709,https://www.zillow.com/homedetails/715-W-Fremont-Ave-Sunnyvale-CA-94087/19540506_zpid/,1276.0,2, 2, Townhouse,1972, Public Utilities,93.15,14317.0,1210000.0
